article.id,segment_n,air_temp,dist,temp_diff,stat_sig,percent_diff,season,matrix_type,edge_orient,edge_age_years,finer_scale,SD_SE_CI_V,SD_SE_CI_V_n,notes
25,NA,29.26,0,NA,NA,NA,NA,grassland,NA,NA,NA,V,9.16,
25,NA,28.93,30,NA,NA,NA,NA,grassland,NA,NA,NA,V,7.89,
25,NA,29.07,60,NA,NA,NA,NA,grassland,NA,NA,NA,V,5.57,
25,NA,29.13,90,NA,NA,NA,NA,grassland,NA,NA,NA,V,2.79,
25,NA,27.37,120,NA,NA,NA,NA,grassland,NA,NA,NA,V,0.59,
25,NA,27.2,150,NA,NA,NA,NA,grassland,NA,NA,NA,V,0.52,
24,NA,39.26,-10,NA,NA,NA,dry,pasture,S,NA,NA,SD,1.83,
24,NA,37.56,0,NA,NA,NA,dry,pasture,S,NA,NA,SD,2.04,
24,NA,37.41,10,NA,NA,NA,dry,pasture,S,NA,NA,SD,1.72,
24,NA,38.74,25,NA,NA,NA,dry,pasture,S,NA,NA,SD,0.87,
24,NA,37.87,40,NA,NA,NA,dry,pasture,S,NA,NA,SD,1.03,
24,NA,39.22,55,NA,NA,NA,dry,pasture,S,NA,NA,SD,1.29,
24,NA,38.42,70,NA,NA,NA,dry,pasture,S,NA,NA,SD,0.98,
24,NA,38.04,85,NA,NA,NA,dry,pasture,S,NA,NA,SD,1.4,
19,a,15.89,30,NA,N,NA,summer,NA,NA,19,NA,SE,0.11,
19,a,15.72,20,NA,N,NA,summer,NA,NA,19,NA,SE,0.07,
19,a,15.69,10,NA,N,NA,summer,NA,NA,19,NA,SE,0.13,
19,a,15.56,5,NA,N,NA,summer,NA,NA,19,NA,SE,0.09,
19,a,15.72,0,NA,N,NA,summer,NA,NA,19,NA,SE,0.15,
19,a,15.74,-5,NA,N,NA,summer,NA,NA,19,NA,SE,0.11,
19,a,15.62,-10,NA,N,NA,summer,NA,NA,19,NA,SE,0.11,
19,a,15.48,-20,NA,N,NA,summer,NA,NA,19,NA,SE,0.04,
19,a,15.62,-30,NA,N,NA,summer,NA,NA,19,NA,SE,0.15,
19,b,15.59,30,NA,N,NA,summer,NA,NA,4,NA,SE,0.15,
19,b,15.71,20,NA,N,NA,summer,NA,NA,4,NA,SE,0.15,
19,b,15.98,10,NA,N,NA,summer,NA,NA,4,NA,SE,0.09,
19,b,16.2,5,NA,N,NA,summer,NA,NA,4,NA,SE,0.15,
19,b,16.4,0,NA,Y,NA,summer,NA,NA,4,NA,SE,0.13,
19,b,16.56,-5,NA,Y,NA,summer,NA,NA,4,NA,SE,0.31,
19,b,16.7,-10,NA,Y,NA,summer,NA,NA,4,NA,SE,0.28,
19,b,17.18,-20,NA,Y,NA,summer,NA,NA,4,NA,SE,0.16,
19,b,17.47,-30,NA,Y,NA,summer,NA,NA,4,NA,SE,0.26,
7,a,22.8,60,NA,Y,NA,spring,grass,NA,NA,NA,NA,NA,
7,a,27.34,-10,NA,Y,NA,spring,grass,NA,NA,NA,NA,NA,originally -20
7,b,23.21,60,NA,Y,NA,summer,grass,NA,NA,NA,NA,NA,
7,b,27.51,-10,NA,Y,NA,summer,grass,NA,NA,NA,NA,NA,originally -20
7,c,24,60,NA,Y,NA,fall,grass,NA,NA,NA,NA,NA,
7,c,28.49,-10,NA,Y,NA,fall,grass,NA,NA,NA,NA,NA,originally -20
7,d,14.41,60,NA,Y,NA,winter,grass,NA,NA,NA,NA,NA,
7,d,19.39,-10,NA,Y,NA,winter,grass,NA,NA,NA,NA,NA,originally -20
15,b,18.91,-10,NA,NA,NA,summer,field,N,5,NA,SD,0,
15,b,12.79,0,NA,NA,NA,summer,field,N,5,NA,SD,0,
15,b,14.45,5,NA,NA,NA,summer,field,N,5,NA,SD,2.41,
15,b,13.22,10,NA,NA,NA,summer,field,N,5,NA,SD,0,
15,b,12.93,20,NA,NA,NA,summer,field,N,5,NA,SD,0,
15,b,12.89,30,NA,NA,NA,summer,field,N,5,NA,SD,0,
15,b,12.84,40,NA,NA,NA,summer,field,N,5,NA,SD,0,
15,b,13.27,50,NA,NA,NA,summer,field,N,5,NA,SD,0,
15,a,20.61,-10,NA,NA,NA,summer,field,S,5,NA,SD,0,
15,a,22.98,0,NA,NA,NA,summer,field,S,5,NA,SD,3.21,
15,a,20.49,5,NA,NA,NA,summer,field,S,5,NA,SD,1.48,
15,a,19.23,10,NA,NA,NA,summer,field,S,5,NA,SD,0.99,
15,a,18.19,20,NA,NA,NA,summer,field,S,5,NA,SD,0,
15,a,17.65,30,NA,NA,NA,summer,field,S,5,NA,SD,0,
15,a,17.35,40,NA,NA,NA,summer,field,S,5,NA,SD,0,
15,a,17.3,50,NA,NA,NA,summer,field,S,5,NA,SD,0,
15,c,29.99,-10,NA,NA,NA,summer,field,S,NA,NA,SD,0,
15,c,24.53,0,NA,NA,NA,summer,field,S,NA,NA,SD,0.98,
15,c,24.26,5,NA,NA,NA,summer,field,S,NA,NA,SD,0,
15,c,24.48,10,NA,NA,NA,summer,field,S,NA,NA,SD,0,
15,c,24.68,20,NA,NA,NA,summer,field,S,NA,NA,SD,1.46,
15,c,24.63,30,NA,NA,NA,summer,field,S,NA,NA,SD,0,
15,c,24.58,40,NA,NA,NA,summer,field,S,NA,NA,SD,0,
15,c,25.02,50,NA,NA,NA,summer,field,S,NA,NA,SD,1.22,
15,d,32.15,-10,NA,NA,NA,summer,young.successional.forest,N,NA,NA,SD,0,
15,d,26.91,0,NA,NA,NA,summer,young.successional.forest,N,NA,NA,SD,0,
15,d,27.1,5,NA,NA,NA,summer,young.successional.forest,N,NA,NA,SD,0,
15,d,26.82,10,NA,NA,NA,summer,young.successional.forest,N,NA,NA,SD,0,
15,d,26.72,20,NA,NA,NA,summer,young.successional.forest,N,NA,NA,SD,0,
15,d,26.38,30,NA,NA,NA,summer,young.successional.forest,N,NA,NA,SD,0,
15,d,26.76,40,NA,NA,NA,summer,young.successional.forest,N,NA,NA,SD,0,
15,d,26.43,50,NA,NA,NA,summer,young.successional.forest,N,NA,NA,SD,0,
53,a,24.3,-30,NA,N,NA,NA,eucalyptus.farm,NE,NA,NA,CI,2.3,eucalypt.barrier
53,a,24.5,-20,NA,N,NA,NA,eucalyptus.farm,NE,NA,NA,CI,2.3,eucalypt.barrier
53,a,24.6,-20,NA,N,NA,NA,eucalyptus.farm,NE,NA,NA,CI,2.3,eucalypt.barrier
53,a,24.5,0,NA,N,NA,NA,eucalyptus.farm,NE,NA,NA,CI,2.25,eucalypt.barrier
53,a,24.4,10,NA,N,NA,NA,eucalyptus.farm,NE,NA,NA,CI,2.2,eucalypt.barrier
53,a,24,20,NA,N,NA,NA,eucalyptus.farm,NE,NA,NA,CI,2.05,eucalypt.barrier
53,a,23.7,30,NA,N,NA,NA,eucalyptus.farm,NE,NA,NA,CI,2,eucalypt.barrier
53,b,25.1,-30,NA,N,NA,NA,eucalyptus.farm,NE,NA,NA,CI,1.95,no.barrier
53,b,25.4,-20,NA,Y,NA,NA,eucalyptus.farm,NE,NA,NA,CI,2.05,no.barrier
53,b,25.7,-20,NA,Y,NA,NA,eucalyptus.farm,NE,NA,NA,CI,2.1,no.barrier
53,b,25.8,0,NA,Y,NA,NA,eucalyptus.farm,NE,NA,NA,CI,2.1,no.barrier
53,b,25.5,10,NA,Y,NA,NA,eucalyptus.farm,NE,NA,NA,CI,2,no.barrier
53,b,25.2,20,NA,N,NA,NA,eucalyptus.farm,NE,NA,NA,CI,1.95,no.barrier
53,b,24.7,30,NA,N,NA,NA,eucalyptus.farm,NE,NA,NA,CI,1.85,no.barrier
32,NA,16.33,-10,,NA,NA,summer,conifer.clearcut,NA,15,hourly,SE,0.42,
32,NA,16.67,0,,NA,NA,summer,conifer.clearcut,NA,15,hourly,SE,0.4,marked.only.as.edge
32,NA,15.72,250,,NA,NA,summer,conifer.clearcut,NA,15,hourly,SE,0.4,
66,a,28.7,-10,NA,NA,NA,NA,prairie,NA,NA,monthly,SD,0.1,T1.unburned
66,a,28,0,NA,NA,NA,NA,prairie,NA,NA,monthly,SD,0.1,T1.unburned
66,a,27.3,23,NA,NA,NA,NA,prairie,NA,NA,monthly,SD,0.1,T1.unburned
66,a,26.9,45,NA,NA,NA,NA,prairie,NA,NA,monthly,SD,0.1,T1.unburned
66,b,28.3,-10,NA,NA,NA,NA,prairie,NA,NA,monthly,SD,0.1,T8.unburned
66,b,28.8,0,NA,NA,NA,NA,prairie,NA,NA,monthly,SD,0.1,T8.unburned
66,b,27.3,22,NA,NA,NA,NA,prairie,NA,NA,monthly,SD,0.1,T8.unburned
66,b,27.1,45,NA,NA,NA,NA,prairie,NA,NA,monthly,SD,0.1,T8.unburned
66,c,28.8,-10,NA,NA,NA,NA,prairie,NA,NA,monthly,SD,0.1,T4.unburned
66,c,28.6,0,NA,NA,NA,NA,prairie,NA,NA,monthly,SD,0.1,T4.unburned
66,c,26.9,23,NA,NA,NA,NA,prairie,NA,NA,monthly,SD,0.1,T4.unburned
66,c,26.8,45,NA,NA,NA,NA,prairie,NA,NA,monthly,SD,0.1,T4.unburned
66,d,26.1,-10,NA,NA,NA,NA,prairie,NA,NA,monthly,SD,0.1,T7.unburned
66,d,29.3,0,NA,NA,NA,NA,prairie,NA,NA,monthly,SD,0.1,T7.unburned
66,d,28.6,32,NA,NA,NA,NA,prairie,NA,NA,monthly,SD,0.1,T7.unburned
66,d,28.2,64,NA,NA,NA,NA,prairie,NA,NA,monthly,SD,0.1,T7.unburned
66,e,28.7,-10,NA,NA,NA,NA,prairie,NA,NA,monthly,SD,0.1,T5.unburned
66,e,28.7,0,NA,NA,NA,NA,prairie,NA,NA,monthly,SD,0.1,T5.unburned
66,e,26.6,44,NA,NA,NA,NA,prairie,NA,NA,monthly,SD,0.1,T5.unburned
66,e,26.7,88,NA,NA,NA,NA,prairie,NA,NA,monthly,SD,0.1,T5.unburned
66,f,29.3,-10,NA,NA,NA,NA,prairie,NA,NA,monthly,SD,0.1,T6.unburned
66,f,28.8,0,NA,NA,NA,NA,prairie,NA,NA,monthly,SD,0.1,T6.unburned
66,f,28.3,31,NA,NA,NA,NA,prairie,NA,NA,monthly,SD,0.1,T6.unburned
66,f,27.2,61,NA,NA,NA,NA,prairie,NA,NA,monthly,SD,0.1,T6.unburned
66,g,28.5,-10,NA,NA,NA,NA,prairie,NA,NA,monthly,SD,0.1,54.burned
66,g,27.7,0,NA,NA,NA,NA,prairie,NA,NA,monthly,SD,0.1,54.burned
66,g,27,26,NA,NA,NA,NA,prairie,NA,NA,monthly,SD,0.1,54.burned
66,g,27.1,51,NA,NA,NA,NA,prairie,NA,NA,monthly,SD,0.1,54.burned
66,h,28.2,-10,NA,NA,NA,NA,prairie,NA,NA,monthly,SD,0.1,C2.burned
66,h,28.1,0,NA,NA,NA,NA,prairie,NA,NA,monthly,SD,0.1,C2.burned
66,h,27.9,32,NA,NA,NA,NA,prairie,NA,NA,monthly,SD,0.1,C2.burned
66,h,26.8,64,NA,NA,NA,NA,prairie,NA,NA,monthly,SD,0.1,C2.burned
66,i,28.8,-10,NA,NA,NA,NA,prairie,NA,NA,monthly,SD,0.1,C4.burned
66,i,28.8,0,NA,NA,NA,NA,prairie,NA,NA,monthly,SD,0.1,C4.burned
66,i,27.2,36,NA,NA,NA,NA,prairie,NA,NA,monthly,SD,0.1,C4.burned
66,i,27.4,71,NA,NA,NA,NA,prairie,NA,NA,monthly,SD,0.1,C4.burned
66,j,28.3,-10,NA,NA,NA,NA,prairie,NA,NA,monthly,SD,0.1,C3.burned
66,j,28.2,0,NA,NA,NA,NA,prairie,NA,NA,monthly,SD,0.1,C3.burned
66,j,28.2,22,NA,NA,NA,NA,prairie,NA,NA,monthly,SD,0.1,C3.burned
66,j,28.1,43,NA,NA,NA,NA,prairie,NA,NA,monthly,SD,0.1,C3.burned
66,k,28.9,-10,NA,NA,NA,NA,prairie,NA,NA,monthly,SD,0.1,C1.burned
66,k,28.2,0,NA,NA,NA,NA,prairie,NA,NA,monthly,SD,0.1,C1.burned
66,k,27.2,34,NA,NA,NA,NA,prairie,NA,NA,monthly,SD,0.1,C1.burned
66,k,25.8,67,NA,NA,NA,NA,prairie,NA,NA,monthly,SD,0.1,C1.burned
66,l,28.1,-10,NA,NA,NA,NA,prairie,NA,NA,monthly,SD,0.1,C5.burned
66,l,27.6,0,NA,NA,NA,NA,prairie,NA,NA,monthly,SD,0.1,C5.burned
66,l,27.4,20,NA,NA,NA,NA,prairie,NA,NA,monthly,SD,0.1,C5.burned
66,l,27.8,40,NA,NA,NA,NA,prairie,NA,NA,monthly,SD,0.1,C5.burned
68,1,24.95,50,NA,NA,NA,dry,pasture,NA,4,NA,SE,0.61,
68,1,24.99,45,NA,NA,NA,dry,pasture,NA,4,NA,SE,0.61,
68,1,24.92,40,NA,NA,NA,dry,pasture,NA,4,NA,SE,0.48,
68,1,24.92,35,NA,NA,NA,dry,pasture,NA,4,NA,SE,0.61,
68,1,24.89,30,NA,NA,NA,dry,pasture,NA,4,NA,SE,0.31,
68,1,24.92,25,NA,NA,NA,dry,pasture,NA,4,NA,SE,0.48,
68,1,24.95,20,NA,NA,NA,dry,pasture,NA,4,NA,SE,0.48,
68,1,24.99,15,NA,NA,NA,dry,pasture,NA,4,NA,SE,0.48,
68,1,25.19,10,NA,NA,NA,dry,pasture,NA,4,NA,SE,0.41,
68,1,25.33,5,NA,NA,NA,dry,pasture,NA,4,NA,SE,0.38,
68,1,25.5,0,NA,NA,NA,dry,pasture,NA,4,NA,SE,0.44,
68,1,25.7,-5,NA,NA,NA,dry,pasture,NA,4,NA,SE,0.48,
68,1,25.88,-10,NA,NA,NA,dry,pasture,NA,4,NA,SE,0.24,
68,1,26.01,-15,NA,NA,NA,dry,pasture,NA,4,NA,SE,0.14,
68,1,26.01,-20,NA,NA,NA,dry,pasture,NA,4,NA,SE,0.38,
68,2,25.81,50,NA,NA,NA,dry,pasture,NA,15,NA,SE,0.14,
68,2,25.74,45,NA,NA,NA,dry,pasture,NA,15,NA,SE,0.17,
68,2,25.84,40,NA,NA,NA,dry,pasture,NA,15,NA,SE,0.17,
68,2,26.01,35,NA,NA,NA,dry,pasture,NA,15,NA,SE,0.27,
68,2,26.08,30,NA,NA,NA,dry,pasture,NA,15,NA,SE,0.48,
68,2,26.18,25,NA,NA,NA,dry,pasture,NA,15,NA,SE,0.61,
68,2,26.18,20,NA,NA,NA,dry,pasture,NA,15,NA,SE,0.61,
68,2,26.25,15,NA,NA,NA,dry,pasture,NA,15,NA,SE,0.72,
68,2,26.56,10,NA,NA,NA,dry,pasture,NA,15,NA,SE,0.82,
68,2,27.07,5,NA,NA,NA,dry,pasture,NA,15,NA,SE,1.19,
68,2,27.34,0,NA,NA,NA,dry,pasture,NA,15,NA,SE,0.95,
68,2,27.82,-5,NA,NA,NA,dry,pasture,NA,15,NA,SE,0.58,
68,2,28.19,-10,NA,NA,NA,dry,pasture,NA,15,NA,SE,0.31,
68,2,28.02,-15,NA,NA,NA,dry,pasture,NA,15,NA,SE,0.2,
68,2,28.33,-20,NA,NA,NA,dry,pasture,NA,15,NA,SE,1.23,
37,NA,10.7,-20,NA,NA,NA,NA,pasture,NA,90,hourly,NA,NA,
37,NA,9.62,-10,NA,NA,NA,NA,pasture,NA,90,hourly,NA,NA,
37,NA,9.3,-5,NA,NA,NA,NA,pasture,NA,90,hourly,NA,NA,
37,NA,7.9,0,NA,NA,NA,NA,pasture,NA,90,hourly,NA,NA,
37,NA,7.06,5,NA,NA,NA,NA,pasture,NA,90,hourly,NA,NA,
37,NA,6.34,10,NA,NA,NA,NA,pasture,NA,90,hourly,NA,NA,
37,NA,5.79,20,NA,NA,NA,NA,pasture,NA,90,hourly,NA,NA,
37,NA,5.15,40,NA,NA,NA,NA,pasture,NA,90,hourly,NA,NA,
37,NA,5.24,80,NA,NA,NA,NA,pasture,NA,90,hourly,NA,NA,
30,a,34.87,-25,NA,NA,NA,summer,field,NE,0.5,NA,SE,1.46,site1
30,a,32.29,-15,NA,NA,NA,summer,field,NE,0.5,NA,SE,2.6,site1
30,a,28.23,-10,NA,NA,NA,summer,field,NE,0.5,NA,SE,1.63,site1
30,a,27.59,-5,NA,NA,NA,summer,field,NE,0.5,NA,SE,1.31,site1
30,a,26.87,0,NA,NA,NA,summer,field,NE,0.5,NA,SE,1.06,site1
30,a,26.97,5,NA,NA,NA,summer,field,NE,0.5,NA,SE,1.3,site1
30,a,26.98,10,NA,NA,NA,summer,field,NE,0.5,NA,SE,1.47,site1
30,a,26.85,20,NA,NA,NA,summer,field,NE,0.5,NA,SE,0.97,site1
30,a,27.04,30,NA,NA,NA,summer,field,NE,0.5,NA,SE,1.14,site1
30,b,37.83,-20,NA,NA,NA,summer,meadow,NW,0.5,NA,SE,1.95,site2
30,b,34.93,-10,NA,NA,NA,summer,meadow,NW,0.5,NA,SE,2.28,site2
30,b,32.18,-5,NA,NA,NA,summer,meadow,NW,0.5,NA,SE,1.79,site2
30,b,28.62,0,NA,NA,NA,summer,meadow,NW,0.5,NA,SE,1.62,site2
30,b,28.71,5,NA,NA,NA,summer,meadow,NW,0.5,NA,SE,0.9,site2
30,b,28.16,10,NA,NA,NA,summer,meadow,NW,0.5,NA,SE,1.14,site2
30,b,28.82,15,NA,NA,NA,summer,meadow,NW,0.5,NA,SE,1.87,site2
30,b,28.36,25,NA,NA,NA,summer,meadow,NW,0.5,NA,SE,1.3,site2
30,b,29.36,35,NA,NA,NA,summer,meadow,NW,0.5,NA,SE,2.12,site2
55,a,NA,0,2.88,NA,NA,dry,powerline,NA,15,NA,SE,0.38,
55,a,NA,2,1.64,NA,NA,dry,powerline,NA,15,NA,SE,0.24,
55,a,NA,4,1.2,NA,NA,dry,powerline,NA,15,NA,SE,0.4,
55,a,NA,8,1.42,NA,NA,dry,powerline,NA,15,NA,SE,0.4,
55,a,NA,12,0.93,NA,NA,dry,powerline,NA,15,NA,SE,0.42,
55,a,NA,16,0.73,NA,NA,dry,powerline,NA,15,NA,SE,0.44,
55,a,NA,20,0.39,NA,NA,dry,powerline,NA,15,NA,SE,0.47,
55,a,NA,25,0.88,NA,NA,dry,powerline,NA,15,NA,SE,0.33,
55,a,NA,30,0.62,NA,NA,dry,powerline,NA,15,NA,SE,0.49,
55,a,NA,50,0.5,NA,NA,dry,powerline,NA,15,NA,SE,0.36,
55,a,NA,100,0,NA,NA,dry,powerline,NA,15,NA,SE,0,
55,1,NA,0,0.49,NA,NA,wet,powerline,NA,15,NA,SE,1.27,
55,1,NA,2,-0.45,NA,NA,wet,powerline,NA,15,NA,SE,0.95,
55,1,NA,4,-0.78,NA,NA,wet,powerline,NA,15,NA,SE,0.87,
55,1,NA,8,-0.78,NA,NA,wet,powerline,NA,15,NA,SE,0.64,
55,1,NA,12,-0.89,NA,NA,wet,powerline,NA,15,NA,SE,0.6,
55,1,NA,16,-0.89,NA,NA,wet,powerline,NA,15,NA,SE,0.58,
55,1,NA,20,-0.6,NA,NA,wet,powerline,NA,15,NA,SE,0.42,
55,1,NA,25,-0.41,NA,NA,wet,powerline,NA,15,NA,SE,0.71,
55,1,NA,30,-0.74,NA,NA,wet,powerline,NA,15,NA,SE,0.51,
55,1,NA,50,-0.23,NA,NA,wet,powerline,NA,15,NA,SE,0.22,
55,1,NA,100,0,NA,NA,wet,powerline,NA,15,NA,SE,0,
55,b,NA,0,1.96,NA,NA,wet,highway,NA,15,NA,SE,0.71,
55,b,NA,2,1.43,NA,NA,wet,highway,NA,15,NA,SE,0.73,
55,b,NA,4,0.96,NA,NA,wet,highway,NA,15,NA,SE,0.6,
55,b,NA,8,0.87,NA,NA,wet,highway,NA,15,NA,SE,0.42,
55,b,NA,12,0.54,NA,NA,wet,highway,NA,15,NA,SE,0.4,
55,b,NA,16,0.41,NA,NA,wet,highway,NA,15,NA,SE,0.31,
55,b,NA,20,0.05,NA,NA,wet,highway,NA,15,NA,SE,0.24,
55,b,NA,25,0.12,NA,NA,wet,highway,NA,15,NA,SE,0.36,
55,b,NA,30,-0.04,NA,NA,wet,highway,NA,15,NA,SE,0.24,
55,b,NA,50,0.21,NA,NA,wet,highway,NA,15,NA,SE,0.11,
55,b,NA,100,0,NA,NA,wet,highway,NA,15,NA,SE,0,
55,2,NA,0,1.63,NA,NA,dry,highway,NA,15,NA,SE,0.67,
55,2,NA,2,1.36,NA,NA,dry,highway,NA,15,NA,SE,0.51,
55,2,NA,4,0.59,NA,NA,dry,highway,NA,15,NA,SE,0.53,
55,2,NA,8,0.36,NA,NA,dry,highway,NA,15,NA,SE,0.75,
55,2,NA,12,-0.06,NA,NA,dry,highway,NA,15,NA,SE,0.62,
55,2,NA,16,-0.44,NA,NA,dry,highway,NA,15,NA,SE,0.53,
55,2,NA,20,-0.24,NA,NA,dry,highway,NA,15,NA,SE,0.36,
55,2,NA,25,0.01,NA,NA,dry,highway,NA,15,NA,SE,0.47,
55,2,NA,30,0.16,NA,NA,dry,highway,NA,15,NA,SE,0.42,
55,2,NA,50,-0.3,NA,NA,dry,highway,NA,15,NA,SE,0.22,
55,2,NA,100,0,NA,NA,dry,highway,NA,15,NA,SE,0,
43,a,25.62,0,NA,NA,NA,NA,ag.field,N,0,NA,SE,0.35,Brownfield.Woods
43,a,25.64,2,NA,NA,NA,NA,ag.field,N,0,NA,SE,0,Brownfield.Woods
43,a,25.8,5,NA,NA,NA,NA,ag.field,N,0,NA,SE,0,Brownfield.Woods
43,a,25.65,10,NA,NA,NA,NA,ag.field,N,0,NA,SE,0.43,Brownfield.Woods
43,a,25.49,15,NA,NA,NA,NA,ag.field,N,0,NA,SE,0.67,Brownfield.Woods
43,a,25.34,25,NA,NA,NA,NA,ag.field,N,0,NA,SE,0.44,Brownfield.Woods
43,a,25.34,40,NA,NA,NA,NA,ag.field,N,0,NA,SE,0.31,Brownfield.Woods
43,a,25.29,60,NA,NA,NA,NA,ag.field,N,0,NA,SE,0,Brownfield.Woods
43,a,25.29,80,NA,NA,NA,NA,ag.field,N,0,NA,SE,0,Brownfield.Woods
43,a,25.22,100,NA,NA,NA,NA,ag.field,N,0,NA,SE,0,Brownfield.Woods
43,a,24.88,175,NA,NA,NA,NA,ag.field,N,0,NA,SE,0,Brownfield.Woods
43,1,24.31,0,NA,NA,NA,NA,ag.field,E,0,NA,SE,0.95,Brownfield.Woods
43,1,24.05,2,NA,NA,NA,NA,ag.field,E,0,NA,SE,0.72,Brownfield.Woods
43,1,23.95,5,NA,NA,NA,NA,ag.field,E,0,NA,SE,0.64,Brownfield.Woods
43,1,23.88,10,NA,NA,NA,NA,ag.field,E,0,NA,SE,0.54,Brownfield.Woods
43,1,23.9,15,NA,NA,NA,NA,ag.field,E,0,NA,SE,0.65,Brownfield.Woods
43,1,23.93,25,NA,NA,NA,NA,ag.field,E,0,NA,SE,0.62,Brownfield.Woods
43,1,23.88,40,NA,NA,NA,NA,ag.field,E,0,NA,SE,0.62,Brownfield.Woods
43,1,23.68,60,NA,NA,NA,NA,ag.field,E,0,NA,SE,0.51,Brownfield.Woods
43,1,23.78,80,NA,NA,NA,NA,ag.field,E,0,NA,SE,0.56,Brownfield.Woods
43,1,23.65,100,NA,NA,NA,NA,ag.field,E,0,NA,SE,0.59,Brownfield.Woods
43,1,23.76,175,NA,NA,NA,NA,ag.field,E,0,NA,SE,0.43,Brownfield.Woods
43,2,21.95,0,NA,NA,NA,NA,ag.field,S,0,NA,SE,0.31,Brownfield.Woods
43,2,21.9,2,NA,NA,NA,NA,ag.field,S,0,NA,SE,0.36,Brownfield.Woods
43,2,21.9,5,NA,NA,NA,NA,ag.field,S,0,NA,SE,0,Brownfield.Woods
43,2,21.9,10,NA,NA,NA,NA,ag.field,S,0,NA,SE,0,Brownfield.Woods
43,2,21.96,15,NA,NA,NA,NA,ag.field,S,0,NA,SE,0,Brownfield.Woods
43,2,22.01,25,NA,NA,NA,NA,ag.field,S,0,NA,SE,0.33,Brownfield.Woods
43,2,22.19,40,NA,NA,NA,NA,ag.field,S,0,NA,SE,0.61,Brownfield.Woods
43,2,22.11,60,NA,NA,NA,NA,ag.field,S,0,NA,SE,0.41,Brownfield.Woods
43,2,22.24,80,NA,NA,NA,NA,ag.field,S,0,NA,SE,0.49,Brownfield.Woods
43,2,22.16,100,NA,NA,NA,NA,ag.field,S,0,NA,SE,0.39,Brownfield.Woods
43,2,22.29,175,NA,NA,NA,NA,ag.field,S,0,NA,SE,0,Brownfield.Woods
43,3,21.62,0,NA,NA,NA,NA,ag.field,W,0,NA,SE,0.57,Brownfield.Woods
43,3,21.49,2,NA,NA,NA,NA,ag.field,W,0,NA,SE,0.62,Brownfield.Woods
43,3,21.41,5,NA,NA,NA,NA,ag.field,W,0,NA,SE,0.41,Brownfield.Woods
43,3,21.34,10,NA,NA,NA,NA,ag.field,W,0,NA,SE,0.28,Brownfield.Woods
43,3,21.19,15,NA,NA,NA,NA,ag.field,W,0,NA,SE,0.29,Brownfield.Woods
43,3,21.11,25,NA,NA,NA,NA,ag.field,W,0,NA,SE,0.36,Brownfield.Woods
43,3,21.01,40,NA,NA,NA,NA,ag.field,W,0,NA,SE,0.36,Brownfield.Woods
43,3,20.93,60,NA,NA,NA,NA,ag.field,W,0,NA,SE,0,Brownfield.Woods
43,3,21.11,80,NA,NA,NA,NA,ag.field,W,0,NA,SE,0,Brownfield.Woods
43,3,20.93,100,NA,NA,NA,NA,ag.field,W,0,NA,SE,0.25,Brownfield.Woods
43,3,20.78,175,NA,NA,NA,NA,ag.field,W,0,NA,SE,0.31,Brownfield.Woods
43,b,27.43,0,NA,NA,NA,NA,ag.field,S,0,NA,SE,3,Trelease.Woods
43,b,25.3,2,NA,NA,NA,NA,ag.field,S,0,NA,SE,0.87,Trelease.Woods
43,b,24.6,5,NA,NA,NA,NA,ag.field,S,0,NA,SE,0.53,Trelease.Woods
43,b,24.49,10,NA,NA,NA,NA,ag.field,S,0,NA,SE,0.51,Trelease.Woods
43,b,24.44,15,NA,NA,NA,NA,ag.field,S,0,NA,SE,0.56,Trelease.Woods
43,b,24.16,25,NA,NA,NA,NA,ag.field,S,0,NA,SE,0.62,Trelease.Woods
43,b,24.08,40,NA,NA,NA,NA,ag.field,S,0,NA,SE,0.56,Trelease.Woods
43,b,23.85,60,NA,NA,NA,NA,ag.field,S,0,NA,SE,1.09,Trelease.Woods
43,b,23.91,80,NA,NA,NA,NA,ag.field,S,0,NA,SE,0.65,Trelease.Woods
43,b,23.83,100,NA,NA,NA,NA,ag.field,S,0,NA,SE,0.98,Trelease.Woods
43,b,24.36,175,NA,NA,NA,NA,ag.field,S,0,NA,SE,0,Trelease.Woods
43,4,24.76,0,NA,NA,NA,NA,ag.field,E,0,NA,SE,0.7,Trelease.Woods
43,4,24.99,2,NA,NA,NA,NA,ag.field,E,0,NA,SE,0,Trelease.Woods
43,4,24.94,5,NA,NA,NA,NA,ag.field,E,0,NA,SE,0,Trelease.Woods
43,4,24.77,10,NA,NA,NA,NA,ag.field,E,0,NA,SE,0,Trelease.Woods
43,4,24.74,15,NA,NA,NA,NA,ag.field,E,0,NA,SE,0,Trelease.Woods
43,4,24.66,25,NA,NA,NA,NA,ag.field,E,0,NA,SE,0,Trelease.Woods
43,4,24.3,40,NA,NA,NA,NA,ag.field,E,0,NA,SE,0,Trelease.Woods
43,4,24.11,60,NA,NA,NA,NA,ag.field,E,0,NA,SE,0,Trelease.Woods
43,4,24.56,80,NA,NA,NA,NA,ag.field,E,0,NA,SE,0.34,Trelease.Woods
43,4,24.36,100,NA,NA,NA,NA,ag.field,E,0,NA,SE,0,Trelease.Woods
43,4,24.64,175,NA,NA,NA,NA,ag.field,E,0,NA,SE,0,Trelease.Woods
43,5,23.94,0,NA,NA,NA,NA,ag.field,N,0,NA,SE,0.87,Trelease.Woods
