"distance","PAR"
-10,1556.32553794605
0,607.985199658245
10,60.6791989010401
20,-48.5889063273218
30,-42.7676508682873
40,-11.850534059125
50,22.7731704849014
60,33.4446301599877
70,34.3996934771006
80,31.7425498032155
90,27.5878690766878
100,24.0503212358732
110,23.2445762191269
120,27.2853039648047
130,34.6145609769217
140,42.1450863348466
150,49.6975738399647
160,57.0927172936611
170,64.1512104973212
180,70.6937472523301
190,76.5410213600731
200,81.5137266219353
